,clasificacion,BARRIO
2021-06-20,143.0,SAN CRISTOBAL
2021-06-27,125.0,SAN CRISTOBAL
2021-07-04,106.0,SAN CRISTOBAL
2021-07-11,118.0,SAN CRISTOBAL
2021-07-18,109.0,SAN CRISTOBAL
2021-07-25,77.0,SAN CRISTOBAL
2021-08-01,66.0,SAN CRISTOBAL
2021-08-08,79.0,SAN CRISTOBAL
2021-08-15,48.0,SAN CRISTOBAL
2021-08-22,49.0,SAN CRISTOBAL
2021-08-29,22.0,SAN CRISTOBAL
2021-09-05,39.0,SAN CRISTOBAL
2021-09-12,14.0,SAN CRISTOBAL
2021-09-19,15.0,SAN CRISTOBAL
2021-09-26,19.0,SAN CRISTOBAL
2021-10-03,18.0,SAN CRISTOBAL
2021-10-10,4.0,SAN CRISTOBAL
2021-10-17,13.0,SAN CRISTOBAL
2021-10-24,13.0,SAN CRISTOBAL
2021-10-31,28.0,SAN CRISTOBAL
2021-11-07,20.0,SAN CRISTOBAL
2021-11-14,21.0,SAN CRISTOBAL
2021-11-21,29.0,SAN CRISTOBAL
2021-11-28,22.0,SAN CRISTOBAL
2021-12-05,30.0,SAN CRISTOBAL
2021-12-12,50.0,SAN CRISTOBAL
2021-12-19,99.0,SAN CRISTOBAL
2021-12-26,214.0,SAN CRISTOBAL
2022-01-02,812.0,SAN CRISTOBAL
2022-01-09,1806.0,SAN CRISTOBAL
2022-01-16,1927.0,SAN CRISTOBAL
2022-01-23,1439.0,SAN CRISTOBAL
2022-01-30,763.0,SAN CRISTOBAL
2022-02-06,359.0,SAN CRISTOBAL
2022-02-13,146.0,SAN CRISTOBAL
2022-02-20,105.0,SAN CRISTOBAL
2022-02-27,74.0,SAN CRISTOBAL
2022-03-06,34.0,SAN CRISTOBAL
2022-03-13,21.0,SAN CRISTOBAL
2022-03-20,24.0,SAN CRISTOBAL
2022-03-27,16.0,SAN CRISTOBAL
2022-04-03,25.0,SAN CRISTOBAL
2022-04-10,19.0,SAN CRISTOBAL
2022-04-17,20.0,SAN CRISTOBAL
2022-04-24,20.0,SAN CRISTOBAL
2022-05-01,32.0,SAN CRISTOBAL
2022-05-08,78.0,SAN CRISTOBAL
2022-05-15,150.0,SAN CRISTOBAL
2022-05-22,232.0,SAN CRISTOBAL
2022-05-29,198.0,SAN CRISTOBAL
2022-06-05,136.0,SAN CRISTOBAL
2020-03-01,0.0,SAN NICOLAS
2020-03-08,0.0,SAN NICOLAS
2020-03-15,0.0,SAN NICOLAS
2020-03-22,1.0,SAN NICOLAS
2020-03-29,4.0,SAN NICOLAS
2020-04-05,0.0,SAN NICOLAS
2020-04-12,1.0,SAN NICOLAS
2020-04-19,0.0,SAN NICOLAS
2020-04-26,3.0,SAN NICOLAS
2020-05-03,2.0,SAN NICOLAS
2020-05-10,2.0,SAN NICOLAS
2020-05-17,4.0,SAN NICOLAS
2020-05-24,12.0,SAN NICOLAS
2020-05-31,12.0,SAN NICOLAS
2020-06-07,14.0,SAN NICOLAS
2020-06-14,14.0,SAN NICOLAS
2020-06-21,51.0,SAN NICOLAS
2020-06-28,43.0,SAN NICOLAS
2020-07-05,56.0,SAN NICOLAS
2020-07-12,62.0,SAN NICOLAS
2020-07-19,91.0,SAN NICOLAS
2020-07-26,101.0,SAN NICOLAS
2020-08-02,110.0,SAN NICOLAS
2020-08-09,93.0,SAN NICOLAS
2020-08-16,102.0,SAN NICOLAS
2020-08-23,86.0,SAN NICOLAS
2020-08-30,118.0,SAN NICOLAS
2020-09-06,112.0,SAN NICOLAS
2020-09-13,106.0,SAN NICOLAS
2020-09-20,75.0,SAN NICOLAS
2020-09-27,83.0,SAN NICOLAS
2020-10-04,80.0,SAN NICOLAS
2020-10-11,86.0,SAN NICOLAS
2020-10-18,71.0,SAN NICOLAS
2020-10-25,48.0,SAN NICOLAS
2020-11-01,41.0,SAN NICOLAS
2020-11-08,26.0,SAN NICOLAS
2020-11-15,55.0,SAN NICOLAS
2020-11-22,36.0,SAN NICOLAS
2020-11-29,35.0,SAN NICOLAS
2020-12-06,34.0,SAN NICOLAS
2020-12-13,37.0,SAN NICOLAS
2020-12-20,36.0,SAN NICOLAS
2020-12-27,73.0,SAN NICOLAS
2021-01-03,105.0,SAN NICOLAS
2021-01-10,126.0,SAN NICOLAS
2021-01-17,116.0,SAN NICOLAS
2021-01-24,116.0,SAN NICOLAS
2021-01-31,112.0,SAN NICOLAS
2021-02-07,73.0,SAN NICOLAS
2021-02-14,76.0,SAN NICOLAS
2021-02-21,61.0,SAN NICOLAS
2021-02-28,54.0,SAN NICOLAS
2021-03-07,82.0,SAN NICOLAS
2021-03-14,79.0,SAN NICOLAS
2021-03-21,73.0,SAN NICOLAS
2021-03-28,109.0,SAN NICOLAS
2021-04-04,189.0,SAN NICOLAS
2021-04-11,282.0,SAN NICOLAS
2021-04-18,254.0,SAN NICOLAS
2021-04-25,252.0,SAN NICOLAS
2021-05-02,224.0,SAN NICOLAS
2021-05-09,182.0,SAN NICOLAS
2021-05-16,242.0,SAN NICOLAS
2021-05-23,292.0,SAN NICOLAS
2021-05-30,211.0,SAN NICOLAS
2021-06-06,195.0,SAN NICOLAS
2021-06-13,160.0,SAN NICOLAS
2021-06-20,119.0,SAN NICOLAS
2021-06-27,143.0,SAN NICOLAS
2021-07-04,113.0,SAN NICOLAS
2021-07-11,77.0,SAN NICOLAS
2021-07-18,99.0,SAN NICOLAS
2021-07-25,80.0,SAN NICOLAS
2021-08-01,85.0,SAN NICOLAS
2021-08-08,63.0,SAN NICOLAS
2021-08-15,58.0,SAN NICOLAS
2021-08-22,36.0,SAN NICOLAS
2021-08-29,30.0,SAN NICOLAS
2021-09-05,28.0,SAN NICOLAS
2021-09-12,19.0,SAN NICOLAS
2021-09-19,17.0,SAN NICOLAS
2021-09-26,12.0,SAN NICOLAS
2021-10-03,7.0,SAN NICOLAS
2021-10-10,8.0,SAN NICOLAS
2021-10-17,6.0,SAN NICOLAS
2021-10-24,8.0,SAN NICOLAS
2021-10-31,23.0,SAN NICOLAS
2021-11-07,20.0,SAN NICOLAS
2021-11-14,20.0,SAN NICOLAS
2021-11-21,27.0,SAN NICOLAS
2021-11-28,24.0,SAN NICOLAS
2021-12-05,36.0,SAN NICOLAS
2021-12-12,57.0,SAN NICOLAS
2021-12-19,76.0,SAN NICOLAS
2021-12-26,206.0,SAN NICOLAS
2022-01-02,641.0,SAN NICOLAS
2022-01-09,1505.0,SAN NICOLAS
2022-01-16,1515.0,SAN NICOLAS
2022-01-23,1239.0,SAN NICOLAS
2022-01-30,689.0,SAN NICOLAS
2022-02-06,326.0,SAN NICOLAS
2022-02-13,162.0,SAN NICOLAS
2022-02-20,107.0,SAN NICOLAS
2022-02-27,71.0,SAN NICOLAS
2022-03-06,41.0,SAN NICOLAS
2022-03-13,22.0,SAN NICOLAS
2022-03-20,28.0,SAN NICOLAS
2022-03-27,23.0,SAN NICOLAS
2022-04-03,23.0,SAN NICOLAS
2022-04-10,21.0,SAN NICOLAS
2022-04-17,9.0,SAN NICOLAS
2022-04-24,21.0,SAN NICOLAS
2022-05-01,38.0,SAN NICOLAS
2022-05-08,66.0,SAN NICOLAS
2022-05-15,148.0,SAN NICOLAS
2022-05-22,132.0,SAN NICOLAS
2022-05-29,166.0,SAN NICOLAS
2022-06-05,123.0,SAN NICOLAS
2020-03-01,0.0,SAN TELMO
2020-03-08,1.0,SAN TELMO
2020-03-15,0.0,SAN TELMO
2020-03-22,0.0,SAN TELMO
2020-03-29,0.0,SAN TELMO
2020-04-05,1.0,SAN TELMO
2020-04-12,0.0,SAN TELMO
2020-04-19,1.0,SAN TELMO
2020-04-26,0.0,SAN TELMO
2020-05-03,2.0,SAN TELMO
2020-05-10,1.0,SAN TELMO
2020-05-17,2.0,SAN TELMO
2020-05-24,5.0,SAN TELMO
2020-05-31,6.0,SAN TELMO
2020-06-07,15.0,SAN TELMO
2020-06-14,13.0,SAN TELMO
2020-06-21,57.0,SAN TELMO
2020-06-28,25.0,SAN TELMO
2020-07-05,30.0,SAN TELMO
2020-07-12,38.0,SAN TELMO
2020-07-19,57.0,SAN TELMO
2020-07-26,43.0,SAN TELMO
2020-08-02,69.0,SAN TELMO
2020-08-09,47.0,SAN TELMO
2020-08-16,39.0,SAN TELMO
2020-08-23,47.0,SAN TELMO
2020-08-30,64.0,SAN TELMO
2020-09-06,38.0,SAN TELMO
2020-09-13,60.0,SAN TELMO
2020-09-20,45.0,SAN TELMO
2020-09-27,33.0,SAN TELMO
2020-10-04,38.0,SAN TELMO
2020-10-11,34.0,SAN TELMO
2020-10-18,34.0,SAN TELMO
2020-10-25,36.0,SAN TELMO
2020-11-01,21.0,SAN TELMO
2020-11-08,19.0,SAN TELMO
2020-11-15,20.0,SAN TELMO
2020-11-22,14.0,SAN TELMO
2020-11-29,14.0,SAN TELMO
2020-12-06,7.0,SAN TELMO
2020-12-13,18.0,SAN TELMO
2020-12-20,15.0,SAN TELMO
2020-12-27,29.0,SAN TELMO
2021-01-03,38.0,SAN TELMO
2021-01-10,47.0,SAN TELMO
2021-01-17,50.0,SAN TELMO
2021-01-24,50.0,SAN TELMO
2021-01-31,52.0,SAN TELMO
2021-02-07,39.0,SAN TELMO
2021-02-14,31.0,SAN TELMO
2021-02-21,32.0,SAN TELMO
2021-02-28,35.0,SAN TELMO
2021-03-07,28.0,SAN TELMO
2021-03-14,46.0,SAN TELMO
2021-03-21,24.0,SAN TELMO
2021-03-28,59.0,SAN TELMO
2021-04-04,111.0,SAN TELMO
2021-04-11,113.0,SAN TELMO
2021-04-18,120.0,SAN TELMO
2021-04-25,138.0,SAN TELMO
2021-05-02,106.0,SAN TELMO
2021-05-09,99.0,SAN TELMO
2021-05-16,127.0,SAN TELMO
2021-05-23,139.0,SAN TELMO
2021-05-30,137.0,SAN TELMO
2021-06-06,111.0,SAN TELMO
2021-06-13,94.0,SAN TELMO
2021-06-20,47.0,SAN TELMO
2021-06-27,56.0,SAN TELMO
2021-07-04,55.0,SAN TELMO
2021-07-11,47.0,SAN TELMO
2021-07-18,62.0,SAN TELMO
2021-07-25,36.0,SAN TELMO
2021-08-01,45.0,SAN TELMO
2021-08-08,51.0,SAN TELMO
2021-08-15,23.0,SAN TELMO
2021-08-22,26.0,SAN TELMO
2021-08-29,26.0,SAN TELMO
2021-09-05,16.0,SAN TELMO
2021-09-12,4.0,SAN TELMO
2021-09-19,8.0,SAN TELMO
2021-09-26,7.0,SAN TELMO
2021-10-03,7.0,SAN TELMO
2021-10-10,9.0,SAN TELMO
2021-10-17,3.0,SAN TELMO
2021-10-24,7.0,SAN TELMO
2021-10-31,8.0,SAN TELMO
2021-11-07,8.0,SAN TELMO
2021-11-14,16.0,SAN TELMO
2021-11-21,14.0,SAN TELMO
2021-11-28,10.0,SAN TELMO
2021-12-05,16.0,SAN TELMO
2021-12-12,22.0,SAN TELMO
2021-12-19,68.0,SAN TELMO
2021-12-26,109.0,SAN TELMO
2022-01-02,372.0,SAN TELMO
2022-01-09,753.0,SAN TELMO
2022-01-16,857.0,SAN TELMO
2022-01-23,628.0,SAN TELMO
2022-01-30,376.0,SAN TELMO
2022-02-06,173.0,SAN TELMO
2022-02-13,75.0,SAN TELMO
2022-02-20,55.0,SAN TELMO
2022-02-27,38.0,SAN TELMO
2022-03-06,23.0,SAN TELMO
2022-03-13,14.0,SAN TELMO
2022-03-20,16.0,SAN TELMO
2022-03-27,10.0,SAN TELMO
2022-04-03,6.0,SAN TELMO
2022-04-10,8.0,SAN TELMO
2022-04-17,6.0,SAN TELMO
2022-04-24,18.0,SAN TELMO
2022-05-01,16.0,SAN TELMO
2022-05-08,22.0,SAN TELMO
2022-05-15,76.0,SAN TELMO
2022-05-22,94.0,SAN TELMO
2022-05-29,85.0,SAN TELMO
2022-06-05,67.0,SAN TELMO
2020-03-01,0.0,VELEZ SARSFIELD
2020-03-08,0.0,VELEZ SARSFIELD
2020-03-15,0.0,VELEZ SARSFIELD
2020-03-22,0.0,VELEZ SARSFIELD
2020-03-29,0.0,VELEZ SARSFIELD
2020-04-05,0.0,VELEZ SARSFIELD
2020-04-12,3.0,VELEZ SARSFIELD
2020-04-19,0.0,VELEZ SARSFIELD
2020-04-26,2.0,VELEZ SARSFIELD
2020-05-03,0.0,VELEZ SARSFIELD
2020-05-10,9.0,VELEZ SARSFIELD
2020-05-17,0.0,VELEZ SARSFIELD
2020-05-24,6.0,VELEZ SARSFIELD
2020-05-31,7.0,VELEZ SARSFIELD
2020-06-07,22.0,VELEZ SARSFIELD
2020-06-14,59.0,VELEZ SARSFIELD
2020-06-21,29.0,VELEZ SARSFIELD
2020-06-28,39.0,VELEZ SARSFIELD
2020-07-05,52.0,VELEZ SARSFIELD
2020-07-12,54.0,VELEZ SARSFIELD
2020-07-19,51.0,VELEZ SARSFIELD
2020-07-26,60.0,VELEZ SARSFIELD
2020-08-02,56.0,VELEZ SARSFIELD
2020-08-09,71.0,VELEZ SARSFIELD
2020-08-16,61.0,VELEZ SARSFIELD
2020-08-23,63.0,VELEZ SARSFIELD
2020-08-30,62.0,VELEZ SARSFIELD
2020-09-06,60.0,VELEZ SARSFIELD
2020-09-13,47.0,VELEZ SARSFIELD
2020-09-20,41.0,VELEZ SARSFIELD
2020-09-27,48.0,VELEZ SARSFIELD
2020-10-04,50.0,VELEZ SARSFIELD
2020-10-11,41.0,VELEZ SARSFIELD
2020-10-18,36.0,VELEZ SARSFIELD
2020-10-25,37.0,VELEZ SARSFIELD
2020-11-01,25.0,VELEZ SARSFIELD
2020-11-08,17.0,VELEZ SARSFIELD
2020-11-15,17.0,VELEZ SARSFIELD
2020-11-22,14.0,VELEZ SARSFIELD
2020-11-29,20.0,VELEZ SARSFIELD
2020-12-06,19.0,VELEZ SARSFIELD
2020-12-13,30.0,VELEZ SARSFIELD
2020-12-20,35.0,VELEZ SARSFIELD
2020-12-27,32.0,VELEZ SARSFIELD
2021-01-03,75.0,VELEZ SARSFIELD
2021-01-10,94.0,VELEZ SARSFIELD
2021-01-17,76.0,VELEZ SARSFIELD
2021-01-24,81.0,VELEZ SARSFIELD
2021-01-31,72.0,VELEZ SARSFIELD
2021-02-07,60.0,VELEZ SARSFIELD
2021-02-14,55.0,VELEZ SARSFIELD
2021-02-21,47.0,VELEZ SARSFIELD
2021-02-28,44.0,VELEZ SARSFIELD
2021-03-07,51.0,VELEZ SARSFIELD
2021-03-14,64.0,VELEZ SARSFIELD
2021-03-21,49.0,VELEZ SARSFIELD
2021-03-28,95.0,VELEZ SARSFIELD
2021-04-04,121.0,VELEZ SARSFIELD
2021-04-11,201.0,VELEZ SARSFIELD
2021-04-18,177.0,VELEZ SARSFIELD
2021-04-25,187.0,VELEZ SARSFIELD
2021-05-02,132.0,VELEZ SARSFIELD
2021-05-09,152.0,VELEZ SARSFIELD
2021-05-16,177.0,VELEZ SARSFIELD
2021-05-23,166.0,VELEZ SARSFIELD
2021-05-30,176.0,VELEZ SARSFIELD
2021-06-06,96.0,VELEZ SARSFIELD
2021-06-13,119.0,VELEZ SARSFIELD
2021-06-20,80.0,VELEZ SARSFIELD
2021-06-27,86.0,VELEZ SARSFIELD
2021-07-04,69.0,VELEZ SARSFIELD
2021-07-11,81.0,VELEZ SARSFIELD
2021-07-18,59.0,VELEZ SARSFIELD
2021-07-25,50.0,VELEZ SARSFIELD
2021-08-01,51.0,VELEZ SARSFIELD
2021-08-08,49.0,VELEZ SARSFIELD
2021-08-15,27.0,VELEZ SARSFIELD
2021-08-22,27.0,VELEZ SARSFIELD
2021-08-29,18.0,VELEZ SARSFIELD
2021-09-05,20.0,VELEZ SARSFIELD
2021-09-12,16.0,VELEZ SARSFIELD
2021-09-19,6.0,VELEZ SARSFIELD
2021-09-26,7.0,VELEZ SARSFIELD
2021-10-03,5.0,VELEZ SARSFIELD
2021-10-10,4.0,VELEZ SARSFIELD
2021-10-17,8.0,VELEZ SARSFIELD
2021-10-24,3.0,VELEZ SARSFIELD
2021-10-31,9.0,VELEZ SARSFIELD
2021-11-07,14.0,VELEZ SARSFIELD
2021-11-14,25.0,VELEZ SARSFIELD
2021-11-21,22.0,VELEZ SARSFIELD
2021-11-28,16.0,VELEZ SARSFIELD
2021-12-05,28.0,VELEZ SARSFIELD
2021-12-12,47.0,VELEZ SARSFIELD
2021-12-19,82.0,VELEZ SARSFIELD
2021-12-26,170.0,VELEZ SARSFIELD
2022-01-02,555.0,VELEZ SARSFIELD
2022-01-09,1038.0,VELEZ SARSFIELD
2022-01-16,1215.0,VELEZ SARSFIELD
2022-01-23,1081.0,VELEZ SARSFIELD
2022-01-30,563.0,VELEZ SARSFIELD
2022-02-06,264.0,VELEZ SARSFIELD
2022-02-13,150.0,VELEZ SARSFIELD
2022-02-20,84.0,VELEZ SARSFIELD
2022-02-27,58.0,VELEZ SARSFIELD
2022-03-06,32.0,VELEZ SARSFIELD
2022-03-13,22.0,VELEZ SARSFIELD
2022-03-20,12.0,VELEZ SARSFIELD
2022-03-27,24.0,VELEZ SARSFIELD
2022-04-03,14.0,VELEZ SARSFIELD
2022-04-10,25.0,VELEZ SARSFIELD
2022-04-17,23.0,VELEZ SARSFIELD
2022-04-24,38.0,VELEZ SARSFIELD
2022-05-01,41.0,VELEZ SARSFIELD
2022-05-08,68.0,VELEZ SARSFIELD
2022-05-15,201.0,VELEZ SARSFIELD
2022-05-22,197.0,VELEZ SARSFIELD
2022-05-29,199.0,VELEZ SARSFIELD
2022-06-05,126.0,VELEZ SARSFIELD
2020-03-29,0.0,VERSALLES
2020-04-05,1.0,VERSALLES
2020-04-12,0.0,VERSALLES
2020-04-19,0.0,VERSALLES
2020-04-26,0.0,VERSALLES
2020-05-03,0.0,VERSALLES
2020-05-10,1.0,VERSALLES
2020-05-17,0.0,VERSALLES
2020-05-24,2.0,VERSALLES
2020-05-31,0.0,VERSALLES
2020-06-07,5.0,VERSALLES
2020-06-14,3.0,VERSALLES
2020-06-21,14.0,VERSALLES
2020-06-28,7.0,VERSALLES
2020-07-05,5.0,VERSALLES
2020-07-12,13.0,VERSALLES
2020-07-19,14.0,VERSALLES
2020-07-26,19.0,VERSALLES
2020-08-02,26.0,VERSALLES
2020-08-09,34.0,VERSALLES
2020-08-16,9.0,VERSALLES
2020-08-23,23.0,VERSALLES
2020-08-30,29.0,VERSALLES
2020-09-06,27.0,VERSALLES
2020-09-13,26.0,VERSALLES
2020-09-20,16.0,VERSALLES
2020-09-27,13.0,VERSALLES
2020-10-04,14.0,VERSALLES
2020-10-11,18.0,VERSALLES
2020-10-18,20.0,VERSALLES
2020-10-25,13.0,VERSALLES
2020-11-01,4.0,VERSALLES
2020-11-08,11.0,VERSALLES
2020-11-15,10.0,VERSALLES
2020-11-22,7.0,VERSALLES
2020-11-29,14.0,VERSALLES
2020-12-06,8.0,VERSALLES
2020-12-13,13.0,VERSALLES
2020-12-20,14.0,VERSALLES
2020-12-27,19.0,VERSALLES
2021-01-03,26.0,VERSALLES
2021-01-10,45.0,VERSALLES
2021-01-17,33.0,VERSALLES
2021-01-24,35.0,VERSALLES
2021-01-31,35.0,VERSALLES
2021-02-07,27.0,VERSALLES
2021-02-14,35.0,VERSALLES
2021-02-21,27.0,VERSALLES
2021-02-28,17.0,VERSALLES
2021-03-07,28.0,VERSALLES
2021-03-14,26.0,VERSALLES
2021-03-21,30.0,VERSALLES
2021-03-28,40.0,VERSALLES
2021-04-04,54.0,VERSALLES
2021-04-11,80.0,VERSALLES
2021-04-18,94.0,VERSALLES
2021-04-25,77.0,VERSALLES
2021-05-02,57.0,VERSALLES
2021-05-09,57.0,VERSALLES
2021-05-16,46.0,VERSALLES
2021-05-23,62.0,VERSALLES
2021-05-30,68.0,VERSALLES
2021-06-06,66.0,VERSALLES
2021-06-13,35.0,VERSALLES
2021-06-20,31.0,VERSALLES
2021-06-27,42.0,VERSALLES
2021-07-04,33.0,VERSALLES
2021-07-11,24.0,VERSALLES
2021-07-18,31.0,VERSALLES
2021-07-25,16.0,VERSALLES
2021-08-01,15.0,VERSALLES
2021-08-08,33.0,VERSALLES
2021-08-15,19.0,VERSALLES
2021-08-22,19.0,VERSALLES
2021-08-29,15.0,VERSALLES
2021-09-05,12.0,VERSALLES
2021-09-12,4.0,VERSALLES
2021-09-19,5.0,VERSALLES
2021-09-26,4.0,VERSALLES
2021-10-03,5.0,VERSALLES
2021-10-10,3.0,VERSALLES
2021-10-17,9.0,VERSALLES
2021-10-24,6.0,VERSALLES
2021-10-31,4.0,VERSALLES
2021-11-07,5.0,VERSALLES
2021-11-14,10.0,VERSALLES
2021-11-21,8.0,VERSALLES
2021-11-28,6.0,VERSALLES
2021-12-05,16.0,VERSALLES
2021-12-12,9.0,VERSALLES
2021-12-19,26.0,VERSALLES
2021-12-26,74.0,VERSALLES
2022-01-02,281.0,VERSALLES
2022-01-09,412.0,VERSALLES
2022-01-16,429.0,VERSALLES
2022-01-23,403.0,VERSALLES
2022-01-30,248.0,VERSALLES
2022-02-06,131.0,VERSALLES
2022-02-13,44.0,VERSALLES
2022-02-20,33.0,VERSALLES
2022-02-27,25.0,VERSALLES
2022-03-06,11.0,VERSALLES
2022-03-13,9.0,VERSALLES
2022-03-20,4.0,VERSALLES
2022-03-27,7.0,VERSALLES
2022-04-03,11.0,VERSALLES
2022-04-10,9.0,VERSALLES
2022-04-17,15.0,VERSALLES
2022-04-24,9.0,VERSALLES
2022-05-01,16.0,VERSALLES
2022-05-08,45.0,VERSALLES
2022-05-15,69.0,VERSALLES
2022-05-22,83.0,VERSALLES
2022-05-29,89.0,VERSALLES
2022-06-05,52.0,VERSALLES
2020-03-01,0.0,VILLA CRESPO
2020-03-08,0.0,VILLA CRESPO
2020-03-15,0.0,VILLA CRESPO
2020-03-22,1.0,VILLA CRESPO
2020-03-29,1.0,VILLA CRESPO
2020-04-05,0.0,VILLA CRESPO
2020-04-12,2.0,VILLA CRESPO
2020-04-19,1.0,VILLA CRESPO
2020-04-26,3.0,VILLA CRESPO
2020-05-03,2.0,VILLA CRESPO
2020-05-10,3.0,VILLA CRESPO
2020-05-17,9.0,VILLA CRESPO
2020-05-24,11.0,VILLA CRESPO
2020-05-31,19.0,VILLA CRESPO
2020-06-07,15.0,VILLA CRESPO
2020-06-14,56.0,VILLA CRESPO
2020-06-21,63.0,VILLA CRESPO
2020-06-28,81.0,VILLA CRESPO
2020-07-05,83.0,VILLA CRESPO
2020-07-12,106.0,VILLA CRESPO
2020-07-19,123.0,VILLA CRESPO
2020-07-26,154.0,VILLA CRESPO
2020-08-02,179.0,VILLA CRESPO
2020-08-09,173.0,VILLA CRESPO
2020-08-16,168.0,VILLA CRESPO
2020-08-23,152.0,VILLA CRESPO
2020-08-30,201.0,VILLA CRESPO
2020-09-06,201.0,VILLA CRESPO
2020-09-13,209.0,VILLA CRESPO
2020-09-20,143.0,VILLA CRESPO
2020-09-27,120.0,VILLA CRESPO
2020-10-04,148.0,VILLA CRESPO
2020-10-11,132.0,VILLA CRESPO
2020-10-18,112.0,VILLA CRESPO
2020-10-25,108.0,VILLA CRESPO
2020-11-01,87.0,VILLA CRESPO
2020-11-08,76.0,VILLA CRESPO
2020-11-15,65.0,VILLA CRESPO
2020-11-22,58.0,VILLA CRESPO
2020-11-29,44.0,VILLA CRESPO
2020-12-06,41.0,VILLA CRESPO
2020-12-13,60.0,VILLA CRESPO
2020-12-20,75.0,VILLA CRESPO
2020-12-27,126.0,VILLA CRESPO
2021-01-03,171.0,VILLA CRESPO
2021-01-10,238.0,VILLA CRESPO
2021-01-17,198.0,VILLA CRESPO
2021-01-24,169.0,VILLA CRESPO
2021-01-31,185.0,VILLA CRESPO
2021-02-07,158.0,VILLA CRESPO
2021-02-14,124.0,VILLA CRESPO
2021-02-21,109.0,VILLA CRESPO
2021-02-28,120.0,VILLA CRESPO
2021-03-07,117.0,VILLA CRESPO
2021-03-14,137.0,VILLA CRESPO
2021-03-21,141.0,VILLA CRESPO
2021-03-28,253.0,VILLA CRESPO
2021-04-04,329.0,VILLA CRESPO
2021-04-11,487.0,VILLA CRESPO
2021-04-18,524.0,VILLA CRESPO
2021-04-25,531.0,VILLA CRESPO
2021-05-02,439.0,VILLA CRESPO
2021-05-09,394.0,VILLA CRESPO
2021-05-16,479.0,VILLA CRESPO
2021-05-23,506.0,VILLA CRESPO
2021-05-30,471.0,VILLA CRESPO
2021-06-06,329.0,VILLA CRESPO
2021-06-13,273.0,VILLA CRESPO
2021-06-20,242.0,VILLA CRESPO
2021-06-27,237.0,VILLA CRESPO
2021-07-04,185.0,VILLA CRESPO
2021-07-11,162.0,VILLA CRESPO
2021-07-18,150.0,VILLA CRESPO
2021-07-25,158.0,VILLA CRESPO
2021-08-01,113.0,VILLA CRESPO
2021-08-08,121.0,VILLA CRESPO
2021-08-15,94.0,VILLA CRESPO
2021-08-22,81.0,VILLA CRESPO
2021-08-29,49.0,VILLA CRESPO
2021-09-05,49.0,VILLA CRESPO
2021-09-12,33.0,VILLA CRESPO
2021-09-19,24.0,VILLA CRESPO
2021-09-26,23.0,VILLA CRESPO
2021-10-03,21.0,VILLA CRESPO
2021-10-10,17.0,VILLA CRESPO
2021-10-17,21.0,VILLA CRESPO
2021-10-24,33.0,VILLA CRESPO
2021-10-31,23.0,VILLA CRESPO
2021-11-07,37.0,VILLA CRESPO
2021-11-14,34.0,VILLA CRESPO
2021-11-21,69.0,VILLA CRESPO
2021-11-28,54.0,VILLA CRESPO
2021-12-05,59.0,VILLA CRESPO
2021-12-12,118.0,VILLA CRESPO
2021-12-19,221.0,VILLA CRESPO
2021-12-26,518.0,VILLA CRESPO
2022-01-02,1438.0,VILLA CRESPO
2022-01-09,2774.0,VILLA CRESPO
2022-01-16,3198.0,VILLA CRESPO
2022-01-23,2747.0,VILLA CRESPO
2022-01-30,1494.0,VILLA CRESPO
2022-02-06,809.0,VILLA CRESPO
2022-02-13,378.0,VILLA CRESPO
2022-02-20,209.0,VILLA CRESPO
2022-02-27,126.0,VILLA CRESPO
2022-03-06,67.0,VILLA CRESPO
2022-03-13,70.0,VILLA CRESPO
2022-03-20,61.0,VILLA CRESPO
2022-03-27,40.0,VILLA CRESPO
2022-04-03,57.0,VILLA CRESPO
2022-04-10,50.0,VILLA CRESPO
2022-04-17,54.0,VILLA CRESPO
2022-04-24,71.0,VILLA CRESPO
2022-05-01,108.0,VILLA CRESPO
2022-05-08,190.0,VILLA CRESPO
2022-05-15,508.0,VILLA CRESPO
2022-05-22,519.0,VILLA CRESPO
2022-05-29,566.0,VILLA CRESPO
2022-06-05,361.0,VILLA CRESPO
2020-03-01,0.0,VILLA DEL PARQUE
2020-03-08,0.0,VILLA DEL PARQUE
2020-03-15,0.0,VILLA DEL PARQUE
2020-03-22,1.0,VILLA DEL PARQUE
2020-03-29,1.0,VILLA DEL PARQUE
2020-04-05,3.0,VILLA DEL PARQUE
2020-04-12,2.0,VILLA DEL PARQUE
2020-04-19,1.0,VILLA DEL PARQUE
2020-04-26,4.0,VILLA DEL PARQUE
2020-05-03,0.0,VILLA DEL PARQUE
2020-05-10,5.0,VILLA DEL PARQUE
2020-05-17,1.0,VILLA DEL PARQUE
2020-05-24,6.0,VILLA DEL PARQUE
2020-05-31,6.0,VILLA DEL PARQUE
2020-06-07,10.0,VILLA DEL PARQUE
2020-06-14,26.0,VILLA DEL PARQUE
2020-06-21,28.0,VILLA DEL PARQUE
2020-06-28,31.0,VILLA DEL PARQUE
2020-07-05,51.0,VILLA DEL PARQUE
2020-07-12,48.0,VILLA DEL PARQUE
2020-07-19,57.0,VILLA DEL PARQUE
2020-07-26,60.0,VILLA DEL PARQUE
2020-08-02,70.0,VILLA DEL PARQUE
2020-08-09,96.0,VILLA DEL PARQUE
2020-08-16,100.0,VILLA DEL PARQUE
